#node	identifier	category	term ID	term description
PA0050	208964.PA0050	UniProt Keywords	KW-0732	Signal
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0070469	Respirasome
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0070470	Plasma membrane respirasome
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0071944	Cell periphery
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0098796	Membrane protein complex
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
nuoH	208964.PA2643	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
nuoH	208964.PA2643	COMPARTMENTS	GOCC:1902494	Catalytic complex
nuoH	208964.PA2643	COMPARTMENTS	GOCC:1990204	Oxidoreductase complex
nuoH	208964.PA2643	UniProt Keywords	KW-0472	Membrane
nuoH	208964.PA2643	UniProt Keywords	KW-0520	NAD
nuoH	208964.PA2643	UniProt Keywords	KW-0812	Transmembrane
nuoH	208964.PA2643	UniProt Keywords	KW-0830	Ubiquinone
nuoH	208964.PA2643	UniProt Keywords	KW-0874	Quinone
nuoH	208964.PA2643	UniProt Keywords	KW-0997	Cell inner membrane
nuoH	208964.PA2643	UniProt Keywords	KW-1003	Cell membrane
nuoH	208964.PA2643	UniProt Keywords	KW-1133	Transmembrane helix
nuoH	208964.PA2643	UniProt Keywords	KW-1278	Translocase
nuoH	208964.PA2643	Pfam	PF00146	NADH dehydrogenase
nuoH	208964.PA2643	InterPro	IPR001694	NADH:ubiquinone oxidoreductase, subunit 1/F420H2 oxidoreductase subunit H
nuoH	208964.PA2643	InterPro	IPR018086	NADH:ubiquinone oxidoreductase, subunit 1, conserved site
nuoI	208964.PA2644	GO Process	GO:0006091	Generation of precursor metabolites and energy
nuoI	208964.PA2644	GO Process	GO:0008152	Metabolic process
nuoI	208964.PA2644	GO Process	GO:0009060	Aerobic respiration
nuoI	208964.PA2644	GO Process	GO:0009987	Cellular process
nuoI	208964.PA2644	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
nuoI	208964.PA2644	GO Process	GO:0044237	Cellular metabolic process
nuoI	208964.PA2644	GO Process	GO:0045333	Cellular respiration
nuoI	208964.PA2644	GO Function	GO:0003824	Catalytic activity
nuoI	208964.PA2644	GO Function	GO:0003954	NADH dehydrogenase activity
nuoI	208964.PA2644	GO Function	GO:0003955	NAD(P)H dehydrogenase (quinone) activity
nuoI	208964.PA2644	GO Function	GO:0005488	Binding
nuoI	208964.PA2644	GO Function	GO:0005506	Iron ion binding
nuoI	208964.PA2644	GO Function	GO:0016491	Oxidoreductase activity
nuoI	208964.PA2644	GO Function	GO:0016651	Oxidoreductase activity, acting on NAD(P)H
nuoI	208964.PA2644	GO Function	GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
nuoI	208964.PA2644	GO Function	GO:0043167	Ion binding
nuoI	208964.PA2644	GO Function	GO:0043169	Cation binding
nuoI	208964.PA2644	GO Function	GO:0046872	Metal ion binding
nuoI	208964.PA2644	GO Function	GO:0046914	Transition metal ion binding
nuoI	208964.PA2644	GO Function	GO:0048038	Quinone binding
nuoI	208964.PA2644	GO Function	GO:0050136	NADH dehydrogenase (quinone) activity
nuoI	208964.PA2644	GO Function	GO:0051536	Iron-sulfur cluster binding
nuoI	208964.PA2644	GO Function	GO:0051539	4 iron, 4 sulfur cluster binding
nuoI	208964.PA2644	GO Function	GO:0051540	Metal cluster binding
nuoI	208964.PA2644	GO Component	GO:0005886	Plasma membrane
nuoI	208964.PA2644	GO Component	GO:0016020	Membrane
nuoI	208964.PA2644	GO Component	GO:0016021	Integral component of membrane
nuoI	208964.PA2644	GO Component	GO:0030964	NADH dehydrogenase complex
nuoI	208964.PA2644	GO Component	GO:0031224	Intrinsic component of membrane
nuoI	208964.PA2644	GO Component	GO:0032991	Protein-containing complex
nuoI	208964.PA2644	GO Component	GO:0045271	Respiratory chain complex I
nuoI	208964.PA2644	GO Component	GO:0045272	Plasma membrane respiratory chain complex I
nuoI	208964.PA2644	GO Component	GO:0070469	Respirasome
nuoI	208964.PA2644	GO Component	GO:0070470	Plasma membrane respirasome
nuoI	208964.PA2644	GO Component	GO:0071944	Cell periphery
nuoI	208964.PA2644	GO Component	GO:0098796	Membrane protein complex
nuoI	208964.PA2644	GO Component	GO:0098797	Plasma membrane protein complex
nuoI	208964.PA2644	GO Component	GO:0098803	Respiratory chain complex
nuoI	208964.PA2644	GO Component	GO:0110165	Cellular anatomical entity
nuoI	208964.PA2644	GO Component	GO:1902494	Catalytic complex
nuoI	208964.PA2644	GO Component	GO:1902495	Transmembrane transporter complex
nuoI	208964.PA2644	GO Component	GO:1990204	Oxidoreductase complex
nuoI	208964.PA2644	GO Component	GO:1990351	Transporter complex
nuoI	208964.PA2644	STRING clusters	CL:2784	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoI	208964.PA2644	STRING clusters	CL:2785	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoI	208964.PA2644	STRING clusters	CL:2786	Oxidative phosphorylation, and Sodium:proton antiporter activity
nuoI	208964.PA2644	STRING clusters	CL:2787	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoI	208964.PA2644	STRING clusters	CL:2788	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoI	208964.PA2644	STRING clusters	CL:2789	Quinone, and Cytochrome bo3 ubiquinol oxidase activity
nuoI	208964.PA2644	STRING clusters	CL:2790	Quinone, and Peptidase M16, N-terminal
nuoI	208964.PA2644	STRING clusters	CL:2793	Quinone
nuoI	208964.PA2644	KEGG	pae00190	Oxidative phosphorylation
nuoI	208964.PA2644	KEGG	pae01100	Metabolic pathways
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0005886	Plasma membrane
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0016020	Membrane
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0030964	NADH dehydrogenase complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0032991	Protein-containing complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0045271	Respiratory chain complex I
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0045272	Plasma membrane respiratory chain complex I
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0070469	Respirasome
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0070470	Plasma membrane respirasome
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0071944	Cell periphery
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0098796	Membrane protein complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
nuoI	208964.PA2644	COMPARTMENTS	GOCC:1902494	Catalytic complex
nuoI	208964.PA2644	COMPARTMENTS	GOCC:1990204	Oxidoreductase complex
nuoI	208964.PA2644	UniProt Keywords	KW-0004	4Fe-4S
nuoI	208964.PA2644	UniProt Keywords	KW-0408	Iron
nuoI	208964.PA2644	UniProt Keywords	KW-0411	Iron-sulfur
nuoI	208964.PA2644	UniProt Keywords	KW-0472	Membrane
nuoI	208964.PA2644	UniProt Keywords	KW-0479	Metal-binding
nuoI	208964.PA2644	UniProt Keywords	KW-0520	NAD
nuoI	208964.PA2644	UniProt Keywords	KW-0677	Repeat
nuoI	208964.PA2644	UniProt Keywords	KW-0830	Ubiquinone
nuoI	208964.PA2644	UniProt Keywords	KW-0874	Quinone
nuoI	208964.PA2644	UniProt Keywords	KW-0997	Cell inner membrane
nuoI	208964.PA2644	UniProt Keywords	KW-1003	Cell membrane
nuoI	208964.PA2644	UniProt Keywords	KW-1278	Translocase
nuoI	208964.PA2644	Pfam	PF00037	4Fe-4S binding domain
nuoI	208964.PA2644	InterPro	IPR010226	NADH-quinone oxidoreductase, chain I
nuoI	208964.PA2644	InterPro	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain
nuoI	208964.PA2644	InterPro	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
nuoJ	208964.PA2645	GO Process	GO:0006091	Generation of precursor metabolites and energy
nuoJ	208964.PA2645	GO Process	GO:0006810	Transport
nuoJ	208964.PA2645	GO Process	GO:0008152	Metabolic process
nuoJ	208964.PA2645	GO Process	GO:0009987	Cellular process
nuoJ	208964.PA2645	GO Process	GO:0022900	Electron transport chain
nuoJ	208964.PA2645	GO Process	GO:0044237	Cellular metabolic process
nuoJ	208964.PA2645	GO Process	GO:0051179	Localization
nuoJ	208964.PA2645	GO Process	GO:0051234	Establishment of localization
nuoJ	208964.PA2645	GO Process	GO:0055085	Transmembrane transport
nuoJ	208964.PA2645	GO Function	GO:0003824	Catalytic activity
nuoJ	208964.PA2645	GO Function	GO:0003954	NADH dehydrogenase activity
nuoJ	208964.PA2645	GO Function	GO:0003955	NAD(P)H dehydrogenase (quinone) activity
nuoJ	208964.PA2645	GO Function	GO:0005215	Transporter activity
nuoJ	208964.PA2645	GO Function	GO:0005488	Binding
nuoJ	208964.PA2645	GO Function	GO:0008137	NADH dehydrogenase (ubiquinone) activity
nuoJ	208964.PA2645	GO Function	GO:0009055	Electron transfer activity
nuoJ	208964.PA2645	GO Function	GO:0015399	Primary active transmembrane transporter activity
nuoJ	208964.PA2645	GO Function	GO:0015453	Oxidoreduction-driven active transmembrane transporter activity
nuoJ	208964.PA2645	GO Function	GO:0016491	Oxidoreductase activity
nuoJ	208964.PA2645	GO Function	GO:0016651	Oxidoreductase activity, acting on NAD(P)H
nuoJ	208964.PA2645	GO Function	GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
nuoJ	208964.PA2645	GO Function	GO:0022804	Active transmembrane transporter activity
nuoJ	208964.PA2645	GO Function	GO:0022857	Transmembrane transporter activity
nuoJ	208964.PA2645	GO Function	GO:0048038	Quinone binding
nuoJ	208964.PA2645	GO Function	GO:0050136	NADH dehydrogenase (quinone) activity
nuoJ	208964.PA2645	GO Component	GO:0005886	Plasma membrane
nuoJ	208964.PA2645	GO Component	GO:0016020	Membrane
nuoJ	208964.PA2645	GO Component	GO:0016021	Integral component of membrane
nuoJ	208964.PA2645	GO Component	GO:0031224	Intrinsic component of membrane
nuoJ	208964.PA2645	GO Component	GO:0071944	Cell periphery
nuoJ	208964.PA2645	GO Component	GO:0110165	Cellular anatomical entity
nuoJ	208964.PA2645	STRING clusters	CL:2784	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoJ	208964.PA2645	STRING clusters	CL:2785	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoJ	208964.PA2645	STRING clusters	CL:2786	Oxidative phosphorylation, and Sodium:proton antiporter activity
nuoJ	208964.PA2645	STRING clusters	CL:2787	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoJ	208964.PA2645	STRING clusters	CL:2788	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoJ	208964.PA2645	STRING clusters	CL:2789	Quinone, and Cytochrome bo3 ubiquinol oxidase activity
nuoJ	208964.PA2645	STRING clusters	CL:2790	Quinone, and Peptidase M16, N-terminal
nuoJ	208964.PA2645	STRING clusters	CL:2793	Quinone
nuoJ	208964.PA2645	KEGG	pae00190	Oxidative phosphorylation
nuoJ	208964.PA2645	KEGG	pae01100	Metabolic pathways
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0005886	Plasma membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0016020	Membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0016021	Integral component of membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0030964	NADH dehydrogenase complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0032991	Protein-containing complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0045271	Respiratory chain complex I
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0045272	Plasma membrane respiratory chain complex I
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0070469	Respirasome
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0070470	Plasma membrane respirasome
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0071944	Cell periphery
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0098796	Membrane protein complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:1902494	Catalytic complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:1902495	Transmembrane transporter complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:1990204	Oxidoreductase complex
nuoJ	208964.PA2645	COMPARTMENTS	GOCC:1990351	Transporter complex
nuoJ	208964.PA2645	UniProt Keywords	KW-0472	Membrane
nuoJ	208964.PA2645	UniProt Keywords	KW-0520	NAD
nuoJ	208964.PA2645	UniProt Keywords	KW-0812	Transmembrane
nuoJ	208964.PA2645	UniProt Keywords	KW-0830	Ubiquinone
nuoJ	208964.PA2645	UniProt Keywords	KW-0874	Quinone
nuoJ	208964.PA2645	UniProt Keywords	KW-0997	Cell inner membrane
nuoJ	208964.PA2645	UniProt Keywords	KW-1003	Cell membrane
nuoJ	208964.PA2645	UniProt Keywords	KW-1133	Transmembrane helix
nuoJ	208964.PA2645	UniProt Keywords	KW-1278	Translocase
nuoJ	208964.PA2645	Pfam	PF00499	NADH-ubiquinone/plastoquinone oxidoreductase chain 6
nuoJ	208964.PA2645	InterPro	IPR001457	NADH:ubiquinone/plastoquinone oxidoreductase, chain 6
nuoJ	208964.PA2645	InterPro	IPR042106	NADH-ubiquinone/plastoquinone oxidoreductase chain 6, subunit NuoJ
nuoK	208964.PA2646	GO Process	GO:0006091	Generation of precursor metabolites and energy
nuoK	208964.PA2646	GO Process	GO:0006119	Oxidative phosphorylation
nuoK	208964.PA2646	GO Process	GO:0006810	Transport
nuoK	208964.PA2646	GO Process	GO:0008152	Metabolic process
nuoK	208964.PA2646	GO Process	GO:0009060	Aerobic respiration
nuoK	208964.PA2646	GO Process	GO:0009987	Cellular process
nuoK	208964.PA2646	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
nuoK	208964.PA2646	GO Process	GO:0022900	Electron transport chain
nuoK	208964.PA2646	GO Process	GO:0022904	Respiratory electron transport chain
nuoK	208964.PA2646	GO Process	GO:0042773	ATP synthesis coupled electron transport
nuoK	208964.PA2646	GO Process	GO:0044237	Cellular metabolic process
nuoK	208964.PA2646	GO Process	GO:0045333	Cellular respiration
nuoK	208964.PA2646	GO Process	GO:0051179	Localization
nuoK	208964.PA2646	GO Process	GO:0051234	Establishment of localization
nuoK	208964.PA2646	GO Process	GO:0055085	Transmembrane transport
nuoK	208964.PA2646	GO Function	GO:0003824	Catalytic activity
nuoK	208964.PA2646	GO Function	GO:0003954	NADH dehydrogenase activity
nuoK	208964.PA2646	GO Function	GO:0003955	NAD(P)H dehydrogenase (quinone) activity
nuoK	208964.PA2646	GO Function	GO:0005215	Transporter activity
nuoK	208964.PA2646	GO Function	GO:0005488	Binding
nuoK	208964.PA2646	GO Function	GO:0008137	NADH dehydrogenase (ubiquinone) activity
nuoK	208964.PA2646	GO Function	GO:0009055	Electron transfer activity
nuoK	208964.PA2646	GO Function	GO:0015399	Primary active transmembrane transporter activity
nuoK	208964.PA2646	GO Function	GO:0015453	Oxidoreduction-driven active transmembrane transporter activity
nuoK	208964.PA2646	GO Function	GO:0016491	Oxidoreductase activity
nuoK	208964.PA2646	GO Function	GO:0016651	Oxidoreductase activity, acting on NAD(P)H
nuoK	208964.PA2646	GO Function	GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
nuoK	208964.PA2646	GO Function	GO:0022804	Active transmembrane transporter activity
nuoK	208964.PA2646	GO Function	GO:0022857	Transmembrane transporter activity
nuoK	208964.PA2646	GO Function	GO:0048038	Quinone binding
nuoK	208964.PA2646	GO Function	GO:0050136	NADH dehydrogenase (quinone) activity
nuoK	208964.PA2646	GO Component	GO:0005886	Plasma membrane
nuoK	208964.PA2646	GO Component	GO:0016020	Membrane
nuoK	208964.PA2646	GO Component	GO:0016021	Integral component of membrane
nuoK	208964.PA2646	GO Component	GO:0030964	NADH dehydrogenase complex
nuoK	208964.PA2646	GO Component	GO:0031224	Intrinsic component of membrane
nuoK	208964.PA2646	GO Component	GO:0032991	Protein-containing complex
nuoK	208964.PA2646	GO Component	GO:0045271	Respiratory chain complex I
nuoK	208964.PA2646	GO Component	GO:0045272	Plasma membrane respiratory chain complex I
nuoK	208964.PA2646	GO Component	GO:0070469	Respirasome
nuoK	208964.PA2646	GO Component	GO:0070470	Plasma membrane respirasome
nuoK	208964.PA2646	GO Component	GO:0071944	Cell periphery
nuoK	208964.PA2646	GO Component	GO:0098796	Membrane protein complex
nuoK	208964.PA2646	GO Component	GO:0098797	Plasma membrane protein complex
nuoK	208964.PA2646	GO Component	GO:0098803	Respiratory chain complex
nuoK	208964.PA2646	GO Component	GO:0110165	Cellular anatomical entity
nuoK	208964.PA2646	GO Component	GO:1902494	Catalytic complex
nuoK	208964.PA2646	GO Component	GO:1902495	Transmembrane transporter complex
nuoK	208964.PA2646	GO Component	GO:1990204	Oxidoreductase complex
nuoK	208964.PA2646	GO Component	GO:1990351	Transporter complex
nuoK	208964.PA2646	STRING clusters	CL:2784	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoK	208964.PA2646	STRING clusters	CL:2785	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoK	208964.PA2646	STRING clusters	CL:2786	Oxidative phosphorylation, and Sodium:proton antiporter activity
nuoK	208964.PA2646	STRING clusters	CL:2787	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoK	208964.PA2646	STRING clusters	CL:2788	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoK	208964.PA2646	STRING clusters	CL:2789	Quinone, and Cytochrome bo3 ubiquinol oxidase activity
nuoK	208964.PA2646	STRING clusters	CL:2790	Quinone, and Peptidase M16, N-terminal
nuoK	208964.PA2646	STRING clusters	CL:2793	Quinone
nuoK	208964.PA2646	KEGG	pae00190	Oxidative phosphorylation
nuoK	208964.PA2646	KEGG	pae01100	Metabolic pathways
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0005886	Plasma membrane
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0016020	Membrane
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0030964	NADH dehydrogenase complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0032991	Protein-containing complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0045271	Respiratory chain complex I
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0045272	Plasma membrane respiratory chain complex I
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0070469	Respirasome
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0070470	Plasma membrane respirasome
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0071944	Cell periphery
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0098796	Membrane protein complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
nuoK	208964.PA2646	COMPARTMENTS	GOCC:1902494	Catalytic complex
nuoK	208964.PA2646	COMPARTMENTS	GOCC:1990204	Oxidoreductase complex
nuoK	208964.PA2646	UniProt Keywords	KW-0472	Membrane
nuoK	208964.PA2646	UniProt Keywords	KW-0520	NAD
nuoK	208964.PA2646	UniProt Keywords	KW-0812	Transmembrane
nuoK	208964.PA2646	UniProt Keywords	KW-0813	Transport
nuoK	208964.PA2646	UniProt Keywords	KW-0830	Ubiquinone
nuoK	208964.PA2646	UniProt Keywords	KW-0874	Quinone
nuoK	208964.PA2646	UniProt Keywords	KW-0997	Cell inner membrane
nuoK	208964.PA2646	UniProt Keywords	KW-1003	Cell membrane
nuoK	208964.PA2646	UniProt Keywords	KW-1133	Transmembrane helix
nuoK	208964.PA2646	UniProt Keywords	KW-1278	Translocase
nuoK	208964.PA2646	Pfam	PF00420	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
nuoK	208964.PA2646	InterPro	IPR001133	NADH-ubiquinone oxidoreductase chain 4L/K
nuoK	208964.PA2646	InterPro	IPR039428	NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like
nuoL	208964.PA2647	GO Process	GO:0006091	Generation of precursor metabolites and energy
nuoL	208964.PA2647	GO Process	GO:0006119	Oxidative phosphorylation
nuoL	208964.PA2647	GO Process	GO:0006810	Transport
nuoL	208964.PA2647	GO Process	GO:0006811	Ion transport
nuoL	208964.PA2647	GO Process	GO:0006812	Cation transport
nuoL	208964.PA2647	GO Process	GO:0008152	Metabolic process
nuoL	208964.PA2647	GO Process	GO:0009060	Aerobic respiration
nuoL	208964.PA2647	GO Process	GO:0009987	Cellular process
nuoL	208964.PA2647	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
nuoL	208964.PA2647	GO Process	GO:0015988	Energy coupled proton transmembrane transport, against electrochemical gradient
nuoL	208964.PA2647	GO Process	GO:0015990	Electron transport coupled proton transport
nuoL	208964.PA2647	GO Process	GO:0022900	Electron transport chain
nuoL	208964.PA2647	GO Process	GO:0022904	Respiratory electron transport chain
nuoL	208964.PA2647	GO Process	GO:0034220	Ion transmembrane transport
nuoL	208964.PA2647	GO Process	GO:0042773	ATP synthesis coupled electron transport
nuoL	208964.PA2647	GO Process	GO:0044237	Cellular metabolic process
nuoL	208964.PA2647	GO Process	GO:0045333	Cellular respiration
nuoL	208964.PA2647	GO Process	GO:0051179	Localization
nuoL	208964.PA2647	GO Process	GO:0051234	Establishment of localization
nuoL	208964.PA2647	GO Process	GO:0055085	Transmembrane transport
nuoL	208964.PA2647	GO Process	GO:0098655	Cation transmembrane transport
nuoL	208964.PA2647	GO Process	GO:0098660	Inorganic ion transmembrane transport
nuoL	208964.PA2647	GO Process	GO:0098662	Inorganic cation transmembrane transport
nuoL	208964.PA2647	GO Process	GO:1902600	Proton transmembrane transport
nuoL	208964.PA2647	GO Function	GO:0003824	Catalytic activity
nuoL	208964.PA2647	GO Function	GO:0003954	NADH dehydrogenase activity
nuoL	208964.PA2647	GO Function	GO:0003955	NAD(P)H dehydrogenase (quinone) activity
nuoL	208964.PA2647	GO Function	GO:0005215	Transporter activity
nuoL	208964.PA2647	GO Function	GO:0005488	Binding
nuoL	208964.PA2647	GO Function	GO:0008137	NADH dehydrogenase (ubiquinone) activity
nuoL	208964.PA2647	GO Function	GO:0009055	Electron transfer activity
nuoL	208964.PA2647	GO Function	GO:0015399	Primary active transmembrane transporter activity
nuoL	208964.PA2647	GO Function	GO:0015453	Oxidoreduction-driven active transmembrane transporter activity
nuoL	208964.PA2647	GO Function	GO:0016491	Oxidoreductase activity
nuoL	208964.PA2647	GO Function	GO:0016651	Oxidoreductase activity, acting on NAD(P)H
nuoL	208964.PA2647	GO Function	GO:0016655	Oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
nuoL	208964.PA2647	GO Function	GO:0022804	Active transmembrane transporter activity
nuoL	208964.PA2647	GO Function	GO:0022857	Transmembrane transporter activity
nuoL	208964.PA2647	GO Function	GO:0048038	Quinone binding
nuoL	208964.PA2647	GO Function	GO:0050136	NADH dehydrogenase (quinone) activity
nuoL	208964.PA2647	GO Component	GO:0005886	Plasma membrane
nuoL	208964.PA2647	GO Component	GO:0016020	Membrane
nuoL	208964.PA2647	GO Component	GO:0016021	Integral component of membrane
nuoL	208964.PA2647	GO Component	GO:0030964	NADH dehydrogenase complex
nuoL	208964.PA2647	GO Component	GO:0031224	Intrinsic component of membrane
nuoL	208964.PA2647	GO Component	GO:0032991	Protein-containing complex
nuoL	208964.PA2647	GO Component	GO:0045271	Respiratory chain complex I
nuoL	208964.PA2647	GO Component	GO:0045272	Plasma membrane respiratory chain complex I
nuoL	208964.PA2647	GO Component	GO:0070469	Respirasome
nuoL	208964.PA2647	GO Component	GO:0070470	Plasma membrane respirasome
nuoL	208964.PA2647	GO Component	GO:0071944	Cell periphery
nuoL	208964.PA2647	GO Component	GO:0098796	Membrane protein complex
nuoL	208964.PA2647	GO Component	GO:0098797	Plasma membrane protein complex
nuoL	208964.PA2647	GO Component	GO:0098803	Respiratory chain complex
nuoL	208964.PA2647	GO Component	GO:0110165	Cellular anatomical entity
nuoL	208964.PA2647	GO Component	GO:1902494	Catalytic complex
nuoL	208964.PA2647	GO Component	GO:1902495	Transmembrane transporter complex
nuoL	208964.PA2647	GO Component	GO:1990204	Oxidoreductase complex
nuoL	208964.PA2647	GO Component	GO:1990351	Transporter complex
nuoL	208964.PA2647	STRING clusters	CL:2784	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoL	208964.PA2647	STRING clusters	CL:2785	Mixed, incl. Oxidative phosphorylation, and Cytochrome c-type biogenesis
nuoL	208964.PA2647	STRING clusters	CL:2786	Oxidative phosphorylation, and Sodium:proton antiporter activity
nuoL	208964.PA2647	STRING clusters	CL:2787	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoL	208964.PA2647	STRING clusters	CL:2788	Oxidative phosphorylation, and Peptidase M16, N-terminal
nuoL	208964.PA2647	STRING clusters	CL:2789	Quinone, and Cytochrome bo3 ubiquinol oxidase activity
nuoL	208964.PA2647	STRING clusters	CL:2790	Quinone, and Peptidase M16, N-terminal
nuoL	208964.PA2647	STRING clusters	CL:2793	Quinone
nuoL	208964.PA2647	KEGG	pae00190	Oxidative phosphorylation
nuoL	208964.PA2647	KEGG	pae01100	Metabolic pathways
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0005886	Plasma membrane
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0016020	Membrane
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0030964	NADH dehydrogenase complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0032991	Protein-containing complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0045271	Respiratory chain complex I
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0045272	Plasma membrane respiratory chain complex I
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0070469	Respirasome
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0070470	Plasma membrane respirasome
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0071944	Cell periphery
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0098796	Membrane protein complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
nuoL	208964.PA2647	COMPARTMENTS	GOCC:1902494	Catalytic complex
nuoL	208964.PA2647	COMPARTMENTS	GOCC:1990204	Oxidoreductase complex
nuoL	208964.PA2647	UniProt Keywords	KW-0472	Membrane
nuoL	208964.PA2647	UniProt Keywords	KW-0520	NAD
