#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PA5491	208964.PA5491	Probable cytochrome; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=97:Pfam_Cytochrome_CBB3(18|94)+	877792,AAG08876,AAG08876.1,Cytochrome,NC_002516.2,NP_254178,NP_254178.1,NZ_QZGE01000012.1,PA5491,Probable cytochrome,Q9HT82,Q9HT82_PSEAE,WP_003096979.1,pae:PA5491,probable cytochrome
ackA	208964.PA0836	Acetate kinase; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction; Belongs to the acetokinase family.	https://smart.embl.de/smart/DDvec.cgi?smart=394:Pfam_Acetate_kinase(5|387)+	2.7.2.1,877790,AAG04225,AAG04225.1,ACKA_PSEAE,Acetate kinase,Acetokinase,AckA,EC 2.7.2.1,NC_002516.2,NP_249527,NP_249527.1,NZ_QZGE01000007.1,PA083,PA0836,Q9I5A4,WP_003085814.1,acetate kinase,ackA,pae:PA0836
adhA	208964.PA5427	Alcohol dehydrogenase; Product name confidence: Class 2 (High similarity to functionally studied protein).	https://smart.embl.de/smart/DDvec.cgi?smart=342:Pfam_ADH_N(31|140)+Pfam_ADH_zinc_N(181|306)+	1.1.1.1,1LLU,877625,AAG08812,AAG08812.1,AdhA,Alcohol dehydrogenase,Alcohol dehydrogenase, propanol-preferring,EC 1.1.1.1,NC_002516.2,NP_254114,NP_254114.1,NZ_QZGE01000012.1,PA5427,Q9HTD9,Q9HTD9_PSEAE,WP_003096816.1,adhA,alcohol dehydrogenase,pae:PA5427
ampC	208964.PA4110	Beta-lactamase precursor; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa); Belongs to the class-C beta-lactamase family.	https://smart.embl.de/smart/DDvec.cgi?smart=397:SIGNAL(1|26)+Pfam_Beta-lactamase(38|388)+	2WZX,2WZZ,3.5.2.6,3S1Y,3S22,4GZB,4HEF,4NK3,4OOY,4WYY,4WZ4,4X68,878149,AAG07497,AAG07497.1,AMPC_PSEAE,AmpC,Beta-lactamase,Beta-lactamase class C PDC,Beta-lactamase precursor,Cephalosporinase,EC 3.5.2.6,NC_002516.2,NP_252799,NP_252799.1,NZ_QZGE01000013.1,P24735,PA4110,WP_003101289.1,ampC,beta-lactamase precursor,pae:PA4110
ansB	208964.PA1337	Glutaminase-asparaginase; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the asparaginase 1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=362:SIGNAL(1|25)+Asparaginase(36|356)+	3.5.1.38,882207,AAG04726,AAG04726.1,ASPQ_PSEAE,AnsB,EC 3.5.1.38,Glutamin-(asparagin-)ase,Glutaminase-asparaginase,L-ASNase/L-GLNase,L-asparagine/L-glutamine amidohydrolase,NC_002516.2,NP_250028,NP_250028.1,NZ_QZGE01000005.1,PA1337,Q9I407,WP_003104093.1,ansB,glutaminase-asparaginase,pae:PA1337
arcA	208964.PA5171	Arginine deiminase; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=418:Pfam_Amidinotransf(22|413)+	1RXX,2A9G,2AAF,2ABR,2ACI,3.5.3.6,881801,AAG08556,AAG08556.1,AD,ADI,ARCA_PSEAE,ArcA,Arginine deiminase,Arginine dihydrolase,EC 3.5.3.6,NC_002516.2,NP_253858,NP_253858.1,NZ_QZGE01000002.1,P13981,PA5171,WP_003111744.1,arcA,arginine deiminase,pae:PA5171
arcB	208964.PA5172	Ornithine carbamoyltransferase, catabolic; Involved in the catabolism of arginine. Catalyzes the phosphorolysis of citrulline, the reverse reaction of the biosynthetic one, yielding ornithine and carbamoyl phosphate which serve to generate ATP from ADP. This catabolic OTCase does not carry out the biosynthetic reaction because of a poor affinity and a marked cooperativity for carbamoyl phosphate. Belongs to the aspartate/ornithine carbamoyltransferase superfamily. OTCase family.	https://smart.embl.de/smart/DDvec.cgi?smart=336:Pfam_OTCace_N(8|148)+Pfam_OTCace(155|332)+	1DXH,1ORT,2.1.3.3,881792,AAG08557,AAG08557.1,ArcB,EC 2.1.3.3,NC_002516.2,NP_253859,NP_253859.1,NZ_QZGE01000002.1,OTCC_PSEAE,OTCase,Ornithine carbamoyltransferase,Ornithine carbamoyltransferase, catabolic,P08308,PA5172,WP_003100031.1,arcB,ornithine carbamoyltransferase, catabolic,pae:PA5172
arcC	208964.PA5173	Carbamate kinase; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=310:Pfam_AA_kinase(1|284)+	2.7.2.2,881793,AAG08558,AAG08558.1,ARCC_PSEAE,ArcC,Carbamate kinase,EC 2.7.2.2,NC_002516.2,NP_253860,NP_253860.1,NZ_QZGE01000002.1,P13982,PA5173,WP_003100033.1,arcC,carbamate kinase,pae:PA5173
arcD	208964.PA5170	Arginine/ornithine antiporter; Catalyzes an electroneutral exchange between arginine and ornithine to allow high-efficiency energy conversion in the arginine deiminase pathway; Belongs to the amino acid-polyamine-organocation (APC) superfamily. Basic amino acid/polyamine antiporter (APA) (TC 2.A.3.2) family.	https://smart.embl.de/smart/DDvec.cgi?smart=482:Pfam_AA_permease_2(9|469)+	881800,AAG08555,AAG08555.1,ARCD_PSEAE,ArcD,Arginine/ornithine antiporter,Arginine:ornithine antiporter / lysine permease,NC_002516.2,NP_253857,NP_253857.1,NZ_QZGE01000002.1,P18275,PA5170,WP_003123669.1,arcD,arginine/ornithine antiporter,pae:PA5170
argJ	208964.PA4402	Glutamate N-acetyltransferase; Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis: the synthesis of N-acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate. Belongs to the ArgJ family.	https://smart.embl.de/smart/DDvec.cgi?smart=405:Pfam_ArgJ(18|405)+	2.3.1.1,2.3.1.35,881305,AAG07790,AAG07790.1,AGSase,ARGJ_PSEAE,Amino-acid acetyltransferase,ArgJ,Arginine biosynthesis bifunctional protein ArgJ,EC 2.3.1.1,EC 2.3.1.35,Glutamate N-acetyltransferase,N-acetylglutamate synthase,NC_002516.2,NP_253092,NP_253092.1,NZ_QZGE01000004.1,OATase,Ornithine acetyltransferase,Ornithine transacetylase,PA4402,Q9HW04,WP_003110156.1,argJ,glutamate N-acetyltransferase,pae:PA4402
arnF	208964.PA3558	ArnF; Translocates 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane; Belongs to the ArnF family.	https://smart.embl.de/smart/DDvec.cgi?smart=137:Pfam_Multi_Drug_Res(5|112)+	879133,AAG06946,AAG06946.1,ARNF_PSEAE,ArnF,NC_002516.2,NP_252248,NP_252248.1,NZ_QZGE01000001.1,PA355,PA3558,Q9HY59,WP_003110472.1,arnF,pae:PA3558
aruB	208964.PA0899	Succinylarginine dihydrolase; Catalyzes the hydrolysis of N(2)-succinylarginine into N(2)- succinylornithine, ammonia and CO(2).	https://smart.embl.de/smart/DDvec.cgi?smart=448:Pfam_AstB(2|446)+	3.5.3.23,878588,AAG04288,AAG04288.1,ASTB_PSEAE,AruB,EC 3.5.3.23,N-succinylarginine dihydrolase,NC_002516.2,NP_249590,NP_249590.1,NZ_QZGE01000007.1,O50175,PA0899,Succinylarginine dihydrolase,WP_003085956.1,aruB,astB,pae:PA0899,succinylarginine dihydrolase
aspA	208964.PA5429	Aspartate ammonia-lyase; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the class-II fumarase/aspartase family. Aspartase subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=474:Pfam_Lyase_1(15|347)+Pfam_FumaraseC_C(413|466)+	4.3.1.1,878603,AAG08814,AAG08814.1,ASPA_PSEAE,AspA,Aspartase,Aspartate ammonia-lyase,EC 4.3.1.1,NC_002516.2,NP_254116,NP_254116.1,NZ_QZGE01000012.1,PA5429,Q9HTD7,WP_003096822.1,aspA,aspartate ammonia-lyase,pae:PA5429
atpD	208964.PA5554	ATP synthase beta chain; Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits; Belongs to the ATPase alpha/beta chains family.	https://smart.embl.de/smart/DDvec.cgi?smart=458:Pfam_ATP-synt_ab_N(6|71)+AAA(140|325)+	7.1.2.2,7.2.2.1,878083,AAG08939,AAG08939.1,ATP synthase F1 sector subunit beta,ATP synthase beta chain,ATP synthase subunit beta,ATPB_PSEAE,AtpD,EC 7.1.2.2,EC 7.2.2.1,F-ATPase subunit beta,F-type H+/Na+-transporting ATPase subunit beta,NC_002516.2,NP_254241,NP_254241.1,NZ_QZGE01000012.1,PA5554,Q9HT20,WP_003097130.1,atpD,pae:PA5554
atpG	208964.PA5555	ATP synthase gamma chain; Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex.	https://smart.embl.de/smart/DDvec.cgi?smart=286:Pfam_ATP-synt(3|286)+	877751,AAG08940,AAG08940.1,ATP synthase F1 sector gamma subunit,ATP synthase gamma chain,ATP synthase subunit gamma,ATPG_PSEAE,AtpG,F-ATPase gamma subunit,F-type H+-transporting ATPase subunit gamma,NC_002516.2,NP_254242,NP_254242.1,NZ_QZGE01000012.1,PA5555,Q9HT19,WP_003097132.1,atpG,pae:PA5555
azu	208964.PA4922	Azurin precursor; Transfers electrons from cytochrome c551 to cytochrome oxidase.	https://smart.embl.de/smart/DDvec.cgi?smart=148:SIGNAL(1|20)+Pfam_Copper-bind(21|148)+	1AG0,1AZN,1AZR,1AZU,1BEX,1CC3,1E5Y,1E5Z,1E65,1E67,1ETJ,1EZL,1GR7,1I53,1ILS,1ILU,1JVL,1JVO,1JZE,1JZF,1JZG,1JZH,1JZI,1JZJ,1NZR,1R1C,1VLX,1XB3,1XB6,1XB8,2AZU,2FNW,2FT6,2FT7,2FT8,2FTA,2GHZ,2GI0,2HX7,2HX8,2HX9,2HXA,2I7O,2I7S,2IDF,2IWE,2OJ1,2TSA,2TSB,2XV0,2XV2,2XV3,3AZU,3FPY,3FQ1,3FQ2,3FQY,3FS9,3FSA,3FSV,3FSW,3FSZ,3FT0,3IBO,3IN0,3IN2,3JT2,3JTB,3N2J,3NP3,3NP4,3OQR,3U25,3UGE,4AZU,4BWW,4HHG,4HHW,4HIP,4HZ1,4JKN,4K9J,4KO5,4KO6,4KO7,4KO9,4KOB,4KOC,4MFH,4QKT,4QLW,4WKX,5AZU,5I26,5I28,5SYD,5YT7,6GYI,6IAV,6MJR,6MJS,6MJT,878046,AAG08307,AAG08307.1,AZUR_PSEAE,Azu,Azurin,Azurin precursor,NC_002516.2,NP_253609,NP_253609.1,NZ_QZGE01000002.1,P00282,PA4922,WP_003095591.1,azu,azurin precursor,pae:PA4922
ccoO2	208964.PA1556	Cytochrome c oxidase, cbb3-type, CcoO subunit; Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa.	https://smart.embl.de/smart/DDvec.cgi?smart=202:Pfam_Cytochrom_C(52|195)+	883049,AAG04945,AAG04945.1,Cbb3-type cytochrome C oxidase subunit II,CcoO2,Cytochrome c oxidase cbb3-type subunit II,Cytochrome c oxidase, cbb3-type, CcoO subunit,NC_002516.2,NP_250247,NP_250247.1,NZ_QZGE01000051.1,PA1556,Q9I3G1,Q9I3G1_PSEAE,WP_003087318.1,ccoO2,pae:PA1556
ccoP2	208964.PA1555	Cytochrome c oxidase, cbb3-type, CcoP subunit; C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex.	https://smart.embl.de/smart/DDvec.cgi?smart=308:TRANS(4|26)+Pfam_FixP_N(36|83)+Pfam_Cytochrome_CBB3(130|205)+Pfam_Cytochrom_C(222|302)+	883066,AAG04944,AAG04944.1,Cbb3-type cytochrome c oxidase subunit,CcoP2,Cytochrome C oxidase cbb3-type subunit CcoP,Cytochrome c oxidase cbb3-type subunit III,Cytochrome c oxidase, cbb3-type, CcoP subunit,NC_002516.2,NP_250246,NP_250246.1,NZ_QZGE01000051.1,PA1555,Q9I3G2,Q9I3G2_PSEAE,WP_003087308.1,ccoP2,pae:PA1555
ccpR	208964.PA4587	Cytochrome c551 peroxidase precursor; Catalyzes the peroxidative oxidation of azurin and cytochrome c551. Likely to provide protection against toxic peroxides.	https://smart.embl.de/smart/DDvec.cgi?smart=346:SIGNAL(1|23)+Pfam_CCP_MauG(51|202)+Pfam_Cytochrom_C(208|323)+	1.11.1.5,1EB7,2VHD,881021,AAG07975,AAG07975.1,CCP,CCPR_PSEAE,CcpR,Cytochrome C551 peroxidase,Cytochrome c peroxidase,Cytochrome c551 peroxidase,Cytochrome c551 peroxidase precursor,EC 1.11.1.5,NC_002516.2,NP_253277,NP_253277.1,NZ_QZGE01000004.1,P14532,PA4587,Q51369,WP_003094815.1,ccpA,ccpR,cytochrome c551 peroxidase precursor,pae:PA4587
clpV1	208964.PA0090	ClpV1; Required for secretion of hcp1 probably by providing the energy source for its translocation; Belongs to the ClpA/ClpB family.	https://smart.embl.de/smart/DDvec.cgi?smart=902:AAA(229|370)+AAA(632|775)+ClpB_D2-small(804|896)+	4UQW,879553,AAG03480,AAG03480.1,CLPV1_PSEAE,ClpV1,NC_002516.2,NP_248780,NP_248780.1,NZ_QZGE01000015.1,PA0090,Protein ClpV1,Q9I742,Secretion protein ClpV1,Type VI secretion system protein VasG,WP_003115056.1,clpV1,pae:PA0090
cspD	208964.PA2622	Cold-shock protein CspD; Product name confidence: Class 2 (High similarity to functionally studied protein).	https://smart.embl.de/smart/DDvec.cgi?smart=90:CSP(3|67)+	882328,AAG06010,AAG06010.1,Cold shock protein,Cold-shock protein CspD,CspD,NC_002516.2,NP_251312,NP_251312.1,NZ_QZGE01000008.1,PA2622,Q9I0L6,Q9I0L6_PSEAE,WP_003090435.1,cold-shock protein CspD,cspD,pae:PA2622
cyoE1	208964.PA0113	Probable cytochrome c oxidase assembly factor; Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group.	https://smart.embl.de/smart/DDvec.cgi?smart=304:Pfam_UbiA(28|293)+	2.5.1.141,879395,AAG03503,AAG03503.1,CYOE1_PSEAE,EC 2.5.1.141,Heme B farnesyltransferase 1,Heme O synthase 1,Heme o synthase,NC_002516.2,NP_248803,NP_248803.1,NZ_QZGE01000015.1,PA0113,Probable cytochrome c oxidase assembly factor,Protoheme IX farnesyltransferase,Protoheme IX farnesyltransferase 1,Q9I719,WP_003083746.1,cyoE1,pae:PA0113,probable cytochrome c oxidase assembly factor
deaD	208964.PA2840	Probable ATP-dependent RNA helicase; DEAD-box RNA helicase involved in various cellular processes at low temperature, including ribosome biogenesis, mRNA degradation and translation initiation.	https://smart.embl.de/smart/DDvec.cgi?smart=567:DEXDc(36|234)+HELICc(270|351)+Pfam_DbpA(492|563)+	3.6.4.13,882823,AAG06228,AAG06228.1,ATP-dependent RNA helicase,ATP-dependent RNA helicase DeaD,Cold-shock DEAD box protein A,EC 3.6.4.13,NC_002516.2,NP_251530,NP_251530.1,NZ_QZGE01000011.1,PA2840,Probable ATP-dependent RNA helicase,Q9I003,Q9I003_PSEAE,WP_003119873.1,deaD,pae:PA2840,probable ATP-dependent RNA helicase
dnaG	208964.PA0577	DNA primase; RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication.	https://smart.embl.de/smart/DDvec.cgi?smart=664:ZnF_CHCC(36|90)+Pfam_Toprim_N(127|255)+TOPRIM(262|333)+Pfam_DnaB_bind(373|428)+DnaG_DnaB_bind(526|654)+	2.7.7.-,2.7.7.101,5VAZ,882047,AAG03966,AAG03966.1,DNA primase,DNAG_PSEAE,DnaG,EC 2.7.7.101,NC_002516.2,NP_249268,NP_249268.1,NZ_QZGE01000010.1,PA0577,Q9I5W0,WP_003099594.1,dnaG,pae:PA0577
eco	208964.PA2755	Ecotin precursor; General inhibitor of family S1 serine proteases.	https://smart.embl.de/smart/DDvec.cgi?smart=156:SIGNAL(1|19)+Pfam_Ecotin(24|146)+	882725,AAG06143,AAG06143.1,ECOT_PSEAE,Eco,Ecotin,Ecotin precursor,NC_002516.2,NP_251445,NP_251445.1,NZ_QZGE01000011.1,PA2755,Q9I088,WP_003114416.1,eco,ecotin precursor,pae:PA2755
fabI	208964.PA1806	NADH-dependent enoyl-ACP reductase; Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP). Involved in the elongation cycle of fatty acid which are used in the lipid metabolism (By similarity); Belongs to the short-chain dehydrogenases/reductases (SDR) family. FabI subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=265:Pfam_adh_short_C2(13|255)+	1.3.1.10,1.3.1.9,4NQZ,4NR0,878311,AAG05195,AAG05195.1,EC 1.3.1.10,EC 1.3.1.9,ENR,Enoyl-[acyl-carrier protein] reductase I,FABI_PSEAE,FabI,NADH-dependent enoyl-ACP reductase,NC_002516.2,NP_250497,NP_250497.1,NZ_QZGE01000003.1,PA1806,Q9ZFE4,WP_003087936.1,fabI,pae:PA1806
fptB	208964.PA4220	Hypothetical protein; May play some role in transport of Fe(3+)-pyochelin.	https://smart.embl.de/smart/DDvec.cgi?smart=93:TRANS(10|32)+TRANS(44|66)+TRANS(71|90)+	880418,AAG07608,AAG07608.1,FPTB_PSEAE,Hypothetical protein,NC_002516.2,NP_252910,NP_252910.1,NZ_QZGE01000042.1,P42513,PA4220,Protein FptB,WP_003107348.1,fptB,hypothetical protein,pae:PA4220
fpvA	208964.PA2398	Ferripyoverdine receptor; Receptor for the siderophore ferripyoverdine.	https://smart.embl.de/smart/DDvec.cgi?smart=815:STN(68|118)+Pfam_Plug(161|265)+Pfam_TonB_dep_Rec(364|814)+	1XKH,2IAH,2O5P,2W16,2W6T,2W6U,2W75,2W76,2W77,2W78,5ODW,878605,AAG05786,AAG05786.1,FPVA_PSEAE,Ferripyoverdine receptor,FpvA,NC_002516.2,NP_251088,NP_251088.1,NZ_QZGE01000021.1,P48632,PA2398,Q51339,WP_004349900.1,ferripyoverdine receptor,fpvA,pae:PA2398
ftsZ	208964.PA4407	Cell division protein FtsZ; Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity.	https://smart.embl.de/smart/DDvec.cgi?smart=394:Tubulin(13|205)+Tubulin_C(207|325)+	1OFU,2VAW,881296,AAG07795,AAG07795.1,Cell division protein FtsZ,FTSZ_PSEAE,FtsZ,NC_002516.2,NP_253097,NP_253097.1,NZ_QZGE01000004.1,P47204,PA4407,WP_003094113.1,cell division protein FtsZ,ftsZ,pae:PA4407
fumC1	208964.PA4470	Fumarate hydratase; Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate; Belongs to the class-II fumarase/aspartase family. Fumarase subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=458:Pfam_Lyase_1(12|336)+Pfam_FumaraseC_C(402|455)+	4.2.1.2,881033,AAG07858,AAG07858.1,Aerobic fumarase 2,EC 4.2.1.2,FUMC2_PSEAE,FumC1,Fumarase C 2,Fumarate hydratase,Fumarate hydratase class II 2,Fumarate hydratase, class II,Iron-independent fumarase 2,NC_002516.2,NP_253160,NP_253160.1,NZ_QZGE01000004.1,P72168,PA4470,Q51404,WP_003112741.1,fumC1,fumC2,fumarate hydratase,pae:PA4470
ggt	208964.PA1338	Gamma-glutamyltranspeptidase precursor; Product name confidence: Class 2 (High similarity to functionally studied protein).	https://smart.embl.de/smart/DDvec.cgi?smart=557:SIGNAL(1|24)+Pfam_G_glu_transpept(44|550)+	2.3.2.2,3.4.19.13,882262,AAG04727,AAG04727.1,EC 2.3.2.2,EC 3.4.19.13,GGT_PSEAE,Gamma-glutamyltranspeptidase,Gamma-glutamyltranspeptidase precursor,Gamma-glutamyltranspeptidase proenzyme,Ggt,Glutathione hydrolase large chain,Glutathione hydrolase proenzyme,Glutathione hydrolase small chain,NC_002516.2,NP_250029,NP_250029.1,NZ_QZGE01000005.1,PA1338,Q9I406,WP_003086881.1,gamma-glutamyltranspeptidase precursor,ggt,pae:PA1338
hupA	208964.PA5348	Probable DNA-binding protein; Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions; Belongs to the bacterial histone-like protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=90:BHL(1|90)+	879642,AAG08733,AAG08733.1,DBHA_PSEAE,DNA-binding protein,DNA-binding protein HU-alpha,NC_002516.2,NP_254035,NP_254035.1,NZ_QZGE01000020.1,PA5348,Probable DNA-binding protein,Q9HTL0,WP_003096630.1,hupA,pae:PA5348,probable DNA-binding protein
hupB	208964.PA1804	DNA-binding protein HU; Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions; Belongs to the bacterial histone-like protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=90:BHL(1|90)+	41080717,878308,AAG05193,AAG05193.1,DBHB_PSEAE,DNA-binding protein HU,DNA-binding protein HU-beta,HupB,NC_002516.2,NP_250495,NP_250495.1,NZ_QZGE01000003.1,P05384,PA1804,Q51471,WP_003087931.1,hupB,pae:PA1804
katA	208964.PA4236	Catalase; Decomposes hydrogen peroxide into water and oxygen; serves to protect cells from the toxic effects of hydrogen peroxide.	https://smart.embl.de/smart/DDvec.cgi?smart=482:Catalase(8|393)+Pfam_Catalase-rel(415|477)+	1.11.1.6,4E37,881831,AAG07624,AAG07624.1,CATA_PSEAE,Catalase,EC 1.11.1.6,KatA,NC_002516.2,NP_252926,NP_252926.1,NZ_QZGE01000028.1,O52762,PA4236,WP_003103909.1,catalase,katA,pae:PA4236
ldh	208964.PA3418	Leucine dehydrogenase; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the Glu/Leu/Phe/Val dehydrogenases family.	https://smart.embl.de/smart/DDvec.cgi?smart=341:Pfam_ELFV_dehydrog_N(13|130)+ELFV_dehydrog(138|339)+	1.4.1.9,879877,AAG06806,AAG06806.1,EC 1.4.1.9,Ldh,Leucine dehydrogenase,NC_002516.2,NP_252108,NP_252108.1,NZ_QZGE01000017.1,PA3418,Q9HYI7,Q9HYI7_PSEAE,WP_003091859.1,ldh,leucine dehydrogenase,pae:PA3418
lecA	208964.PA2570	LecA; D-galactose specific lectin. Binds in decreasing order of affinity: melibiose, methyl-alpha-D-galactoside, D-galactose, methyl- beta-D-galactoside, N-acetyl-D-galactosamine. Similar to plant lectins in its selective (carbohydrate-specific) hemagglutinating activity; Belongs to the LecA/PllA lectin family.	https://smart.embl.de/smart/DDvec.cgi?smart=122:Pfam_PA-IL(2|122)+	1L7L,1OKO,1UOJ,2VXJ,2WYF,3ZYB,3ZYF,3ZYH,4A6S,4AL9,4CP9,4CPB,4LJH,4LK6,4LK7,4LKD,4LKE,4LKF,4YW6,4YW7,4YWA,5D21,5MIH,882335,AAG05958,AAG05958.1,Galactose-binding lectin,LecA,NC_002516.2,NP_251260,NP_251260.1,NZ_QZGE01000008.1,PA-I galactophilic lectin,PA-IL,PA1L_PSEAE,PA257,PA2570,Q05097,WP_003102492.1,lecA,pa1L,pae:PA2570
leuA	208964.PA3792	2-isopropylmalate synthase; Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3- hydroxy-4-methylpentanoate (2-isopropylmalate); Belongs to the alpha-IPM synthase/homocitrate synthase family. LeuA type 2 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=592:Pfam_HMGL-like(68|349)+LeuA_dimer(458|584)+	2-isopropylmalate synthase,2.3.3.13,879941,AAG07179,AAG07179.1,Alpha-IPM synthase,Alpha-isopropylmalate synthase,EC 2.3.3.13,LEU1_PSEAE,LeuA,NC_002516.2,NP_252481,NP_252481.3,PA3792,Q9HXK5,leuA,pae:PA3792
lexA	208964.PA3007	Repressor protein LexA; Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair.	https://smart.embl.de/smart/DDvec.cgi?smart=204:Pfam_LexA_DNA_bind(1|65)+Pfam_Peptidase_S24(120|188)+	3.4.21.88,879875,AAG06395,AAG06395.1,EC 3.4.21.88,LEXA_PSEAE,LexA,LexA repressor,NC_002516.2,NP_251697,NP_251697.1,NZ_QZGE01000009.1,P37452,PA3007,Repressor LexA,Repressor protein LexA,WP_003091196.1,lexA,pae:PA3007,repressor protein LexA
lpdG	208964.PA1587	Lipoamide dehydrogenase-glc; The branched-chain alpha-keto dehydrogenase complex catalyzes the overall conversion of alpha-keto acids to acyl-CoA and CO(2). It contains multiple copies of 3 enzymatic components: branched-chain alpha-keto acid decarboxylase (E1), lipoamide acyltransferase (E2) and lipoamide dehydrogenase (E3) (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=478:Pfam_HI0933_like(5|81)+Pfam_3HCDH_N(183|277)+Pfam_Pyr_redox_dim(353|462)+	1.8.1.4,5U8U,882090,AAG04976,AAG04976.1,DLDH2_PSEAE,Dihydrolipoamide dehydrogenase,Dihydrolipoyl dehydrogenase,EC 1.8.1.4,Glycine oxidation system L-factor,LPD-GLC,Lipoamide dehydrogenase-glc,LpdG,NC_002516.2,NP_250278,NP_250278.1,NZ_QZGE01000003.1,PA1587,Q9I3D1,WP_003087422.1,lipoamide dehydrogenase-glc,lpdG,pae:PA1587
mgtE	208964.PA0913	Probable Mg transporter MgtE; Acts as a magnesium transporter.	https://smart.embl.de/smart/DDvec.cgi?smart=482:MgtE_N(64|167)+CBS(174|227)+CBS(238|286)+Pfam_MgtE(351|475)+	878306,AAG04302,AAG04302.1,Magnesium transporter,Magnesium transporter MgtE,Mg transporter MgtE,MgtE,NC_002516.2,NP_249604,NP_249604.1,NZ_QZGE01000007.1,PA0913,Probable Mg transporter MgtE,Q9I544,Q9I544_PSEAE,WP_003085996.1,mgtE,pae:PA0913,probable Mg transporter MgtE
murD	208964.PA4414	UDP-N-acetylmuramoylalanine--D-glutamate ligase; Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA); Belongs to the MurCDEF family.	https://smart.embl.de/smart/DDvec.cgi?smart=448:Pfam_Mur_ligase_M(114|286)+Pfam_Mur_ligase_C(306|385)+	6.3.2.9,881268,AAG07802,AAG07802.1,D-glutamic acid-adding enzyme,EC 6.3.2.9,MURD_PSEAE,MurD,NC_002516.2,NP_253104,NP_253104.1,NZ_QZGE01000004.1,PA4414,Q9EY46,Q9HVZ9,UDP-N-acetylmuramoylalanine--D-glutamate ligase,WP_003103104.1,murD,pae:PA4414
nirJ	208964.PA0511	Heme d1 biosynthesis protein NirJ; Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa).	https://smart.embl.de/smart/DDvec.cgi?smart=387:Elp3(27|230)+	879503,AAG03900,AAG03900.1,Fe-coproporphyrin III synthase,G3XD10,G3XD10_PSEAE,Heme d1 biosynthesis protein NirJ,NC_002516.2,NP_249202,NP_249202.1,NZ_QZGE01000010.1,NirJ,PA0511,WP_003113242.1,heme d1 biosynthesis protein NirJ,nirJ,pae:PA0511
